Fecha,Tipo Consulta,VENTAS,CANT_VENTAS
2024-01-27,Adultos,841000,20
2024-01-27,Infantil,1165000,26
2024-01-27,Teleconsulta,675000,11
2024-01-29,Infantil,2247000,35
2024-01-29,Adultos,3922000,68
2024-01-29,Teleconsulta,1648000,25
2024-01-30,Adultos,5006000,83
2024-01-30,Infantil,3805000,68
2024-01-30,Teleconsulta,2340000,38
2024-01-31,Adultos,6633000,106
2024-01-31,Infantil,2702000,45
2024-01-31,Teleconsulta,2078000,34
2024-02-01,Adultos,4156000,73
2024-02-01,Infantil,3657000,70
2024-02-01,Teleconsulta,2590000,42
2024-02-02,Adultos,4025000,63
2024-02-02,Teleconsulta,1745000,29
2024-02-02,Infantil,2915000,46
2024-02-03,Adultos,831000,20
2024-02-03,Infantil,1110000,25
2024-02-03,Teleconsulta,685000,11
2024-02-05,Adultos,3256000,59
2024-02-05,Infantil,716000,14
2024-02-05,Teleconsulta,1285000,20
2024-02-06,Adultos,4066000,67
2024-02-06,Infantil,1942000,36
2024-02-06,Teleconsulta,1970000,31
2024-02-07,Adultos,4322000,73
2024-02-07,Infantil,1679000,29
2024-02-07,Teleconsulta,2050000,34
2024-02-08,Adultos,3706000,63
2024-02-08,Infantil,2934000,55
2024-02-08,Teleconsulta,2506000,41
2024-02-09,Adultos,1785000,29
2024-02-09,Teleconsulta,1370000,24
2024-02-09,Infantil,2630000,40
2024-02-10,Adultos,490000,12
2024-02-10,Teleconsulta,360000,6
2024-02-10,Infantil,695000,15
2024-02-11,Teleconsulta,450000,6
2024-02-12,Adultos,2486000,43
2024-02-12,Infantil,1885000,28
2024-02-12,Teleconsulta,1640000,26
2024-02-13,Adultos,4700000,75
2024-02-13,Infantil,4213000,73
2024-02-13,Teleconsulta,1775000,27
2024-02-14,Adultos,3767000,59
2024-02-14,Infantil,2250000,33
2024-02-14,Teleconsulta,2042000,29
2024-02-15,Teleconsulta,2000000,30
2024-02-15,Infantil,3762000,65
2024-02-15,Adultos,3926000,65
2024-02-16,Infantil,3045000,45
2024-02-16,Teleconsulta,755000,13
2024-02-16,Adultos,3190000,52
2024-02-17,Teleconsulta,865000,15
2024-02-17,Infantil,490000,11
2024-02-17,Adultos,570000,12
2024-02-19,Adultos,3778000,58
2024-02-19,Infantil,2904000,46
2024-02-19,Teleconsulta,2019000,32
2024-02-20,Teleconsulta,1625000,26
2024-02-20,Adultos,4651000,73
2024-02-20,Infantil,5056000,87
2024-02-21,Teleconsulta,2411000,36
2024-02-21,Infantil,2070000,31
2024-02-21,Adultos,6196000,99
2024-02-22,Adultos,3794000,62
2024-02-22,Infantil,4277000,69
2024-02-22,Teleconsulta,2370000,36
2024-02-23,Teleconsulta,1320000,22
2024-02-23,Infantil,3556000,53
2024-02-23,Adultos,3085000,51
2024-02-24,Infantil,1240000,28
2024-02-24,Teleconsulta,685000,11
2024-02-24,Adultos,631000,16
2024-02-26,Adultos,3980000,70
2024-02-26,Infantil,2373000,40
2024-02-26,Teleconsulta,2140000,30
2024-02-27,Infantil,4963500,91
2024-02-27,Teleconsulta,2860000,44
2024-02-27,Adultos,5360000,83
2024-02-28,Adultos,6864000,113
2024-02-28,Teleconsulta,1908000,30
2024-02-28,Infantil,3708000,62
2024-02-29,Adultos,4718000,77
2024-02-29,Infantil,5352000,97
2024-02-29,Teleconsulta,2655000,39
2024-03-01,Adultos,4380000,66
2024-03-01,Infantil,2825000,46
2024-03-01,Teleconsulta,1385000,21
2024-03-02,Infantil,1386000,31
2024-03-02,Teleconsulta,940000,16
2024-03-02,Adultos,743000,18
2024-03-04,Adultos,4656000,80
2024-03-04,Infantil,2175000,40
2024-03-04,Teleconsulta,1995000,31
2024-03-05,Adultos,5891000,98
2024-03-05,Infantil,3729000,68
2024-03-05,Teleconsulta,2890000,47
2024-03-06,Adultos,6304000,107
2024-03-06,Infantil,2077000,38
2024-03-06,Teleconsulta,2690000,42
2024-03-07,Adultos,4670000,78
2024-03-07,Infantil,4583000,85
2024-03-07,Teleconsulta,2750000,40
2024-03-08,Adultos,4610000,74
2024-03-08,Infantil,2692000,46
2024-03-08,Teleconsulta,1690000,28
2024-03-09,Adultos,823000,20
2024-03-09,Infantil,890000,22
2024-03-09,Teleconsulta,610000,10
2024-03-10,Teleconsulta,75000,1
2024-03-11,Adultos,4157000,69
2024-03-11,Infantil,1912000,35
2024-03-11,Teleconsulta,2665000,41
2024-03-12,Adultos,4890000,83
2024-03-12,Infantil,4889000,86
2024-03-12,Teleconsulta,2731000,46
2024-03-13,Adultos,6334000,106
2024-03-13,Infantil,3122000,52
2024-03-13,Teleconsulta,2365000,35
2024-03-14,Infantil,4422000,81
2024-03-14,Adultos,5568000,93
2024-03-14,Teleconsulta,2702000,44
2024-03-15,Teleconsulta,1585000,25
2024-03-15,Adultos,3950000,60
2024-03-15,Infantil,3163000,52
2024-03-16,Adultos,768000,19
2024-03-16,Infantil,1075000,28
2024-03-16,Teleconsulta,675000,11
2024-03-17,Teleconsulta,75000,1
2024-03-18,Infantil,3036000,50
2024-03-18,Teleconsulta,2313000,38
2024-03-18,Adultos,5001000,83
2024-03-19,Adultos,6264000,105
2024-03-19,Infantil,4977000,92
2024-03-19,Teleconsulta,3417000,53
2024-03-20,Adultos,5605000,94
2024-03-20,Infantil,3549000,53
2024-03-20,Teleconsulta,1612000,25
2024-03-21,Adultos,5424000,88
2024-03-21,Infantil,5235000,98
2024-03-21,Teleconsulta,2745000,43
2024-03-22,Adultos,4235000,67
2024-03-22,Teleconsulta,1815000,29
2024-03-22,Infantil,2625000,40
2024-03-23,Teleconsulta,865000,15
2024-03-23,Adultos,1226000,26
2024-03-23,Infantil,1405000,31
2024-03-25,Adultos,5235000,88
2024-03-25,Infantil,3135000,51
2024-03-25,Teleconsulta,2300000,34
2024-03-26,Infantil,4932000,88
2024-03-26,Teleconsulta,3171000,50
2024-03-26,Adultos,5974000,99
2024-03-27,Teleconsulta,1832000,31
2024-03-27,Infantil,4110000,64
2024-03-27,Adultos,5395000,87
2024-03-28,Adultos,4110000,66
2024-03-28,Infantil,4974000,87
2024-03-28,Teleconsulta,2286000,41
2024-04-01,Teleconsulta,2207000,37
2024-04-01,Infantil,4159000,69
2024-04-01,Adultos,4148000,73
2024-04-02,Infantil,5545000,99
2024-04-02,Teleconsulta,3217000,51
2024-04-02,Adultos,6913000,117
2024-04-03,Teleconsulta,2380000,36
2024-04-03,Adultos,7075000,120
2024-04-03,Infantil,5173000,86
2024-04-04,Infantil,7796000,133
2024-04-04,Teleconsulta,3215000,51
2024-04-04,Adultos,4152000,73
2024-04-05,Teleconsulta,1510000,24
2024-04-05,Infantil,5616000,91
2024-04-05,Adultos,3828000,61
2024-04-06,Infantil,1361000,32
2024-04-06,Teleconsulta,1130000,18
2024-04-06,Adultos,1140000,28
2024-04-08,Adultos,4643000,81
2024-04-08,Infantil,4146000,70
2024-04-08,Teleconsulta,2405000,37
2024-04-09,Teleconsulta,2060000,36
2024-04-09,Infantil,4715500,91
2024-04-09,Adultos,5891000,106
2024-04-10,Adultos,7052000,118
2024-04-10,Infantil,5316000,88
2024-04-10,Teleconsulta,2280000,36
2024-04-11,Teleconsulta,2819000,48
2024-04-11,Infantil,6178000,103
2024-04-11,Adultos,5245000,89
2024-04-12,Teleconsulta,2415000,37
2024-04-12,Infantil,4057000,69
2024-04-12,Adultos,4893000,78
2024-04-13,Adultos,681000,17
2024-04-13,Infantil,1795000,25
2024-04-13,Teleconsulta,1006000,19
2024-04-15,Infantil,4495000,74
2024-04-15,Adultos,4258000,71
2024-04-15,Teleconsulta,2658000,42
2024-04-16,Adultos,6161000,107
2024-04-16,Infantil,3579000,65
2024-04-16,Teleconsulta,3246000,53
2024-04-17,Adultos,5977000,96
2024-04-17,Infantil,4108000,66
2024-04-17,Teleconsulta,2058000,32
2024-04-18,Teleconsulta,3291000,54
2024-04-18,Adultos,5738000,93
2024-04-18,Infantil,6211000,108
2024-04-19,Adultos,4710000,70
2024-04-19,Infantil,4120000,68
2024-04-19,Teleconsulta,1530000,24
2024-04-20,Teleconsulta,810000,14
2024-04-20,Adultos,781000,19
2024-04-20,Infantil,1182000,27
2024-04-22,Adultos,3896000,71
2024-04-22,Infantil,4003000,66
2024-04-22,Teleconsulta,2467000,38
2024-04-23,Infantil,4826000,90
2024-04-23,Teleconsulta,3491000,58
2024-04-23,Adultos,4886000,86
2024-04-24,Teleconsulta,2811000,42
2024-04-24,Infantil,4789000,79
2024-04-24,Adultos,5679000,101
2024-04-25,Adultos,5083000,86
2024-04-25,Infantil,6359500,108
2024-04-25,Teleconsulta,3597000,58
2024-04-26,Teleconsulta,1530000,24
2024-04-26,Adultos,3658000,61
2024-04-26,Infantil,4431000,72
2024-04-27,Adultos,1187000,30
2024-04-27,Teleconsulta,1028000,18
2024-04-27,Infantil,1496000,35
2024-04-29,Adultos,4355000,74
2024-04-29,Infantil,4031000,67
2024-04-29,Teleconsulta,2279000,37
2024-04-30,Adultos,6689000,114
2024-04-30,Infantil,5401000,101
2024-04-30,Teleconsulta,2947000,49
2024-05-02,Infantil,6314000,111
2024-05-02,Adultos,5260000,86
2024-05-02,Teleconsulta,3063000,51
2024-05-03,Adultos,4195000,69
2024-05-03,Infantil,5923000,96
2024-05-03,Teleconsulta,1640000,26
2024-05-04,Adultos,1081000,24
2024-05-04,Infantil,1577000,36
2024-05-04,Teleconsulta,840000,14
2024-05-06,Infantil,3814000,62
2024-05-06,Teleconsulta,3060000,48
2024-05-06,Adultos,3604000,63
2024-05-07,Adultos,5437000,88
2024-05-07,Infantil,4777000,85
2024-05-07,Teleconsulta,3040000,50
2024-05-08,Adultos,5675000,95
2024-05-08,Infantil,5224000,86
2024-05-08,Teleconsulta,2921000,46
2024-05-09,Adultos,5060000,80
2024-05-09,Infantil,6046000,103
2024-05-09,Teleconsulta,3356000,49
2024-05-10,Adultos,3967000,68
2024-05-10,Infantil,5038000,87
2024-05-10,Teleconsulta,2386000,37
2024-05-11,Adultos,610000,14
2024-05-11,Infantil,1564000,36
2024-05-11,Teleconsulta,1201000,22
2024-05-13,Adultos,3836000,64
2024-05-13,Infantil,3770000,63
2024-05-13,Teleconsulta,3075000,47
2024-05-14,Adultos,6733000,116
2024-05-14,Teleconsulta,3521000,54
2024-05-14,Infantil,4495000,87
2024-05-15,Adultos,7471000,122
2024-05-15,Infantil,4743000,81
2024-05-15,Teleconsulta,2099000,34
2024-05-16,Adultos,6095000,99
2024-05-16,Infantil,5839000,100
2024-05-16,Teleconsulta,2865000,47
2024-05-17,Adultos,4045000,66
2024-05-17,Infantil,5936000,97
2024-05-17,Teleconsulta,1398000,25
2024-05-18,Adultos,932000,22
2024-05-18,Infantil,1812000,39
2024-05-18,Teleconsulta,1337000,25
2024-05-20,Adultos,2682000,46
2024-05-20,Infantil,1945000,31
2024-05-20,Teleconsulta,2696000,43
2024-05-22,Teleconsulta,3309000,55
2024-05-22,Adultos,4277000,73
2024-05-22,Infantil,3304000,57
2024-05-23,Infantil,5520000,95
2024-05-23,Adultos,5880000,99
2024-05-23,Teleconsulta,3250000,54
2024-05-24,Infantil,5058000,77
2024-05-24,Teleconsulta,1195000,21
2024-05-24,Adultos,4154000,72
2024-05-25,Teleconsulta,1145000,21
2024-05-25,Infantil,1489000,38
2024-05-25,Adultos,781000,19
2024-05-27,Teleconsulta,2800000,42
2024-05-27,Infantil,3595000,62
2024-05-27,Adultos,3776000,61
2024-05-28,Adultos,6091000,101
2024-05-28,Infantil,5224000,99
2024-05-28,Teleconsulta,2861000,48
2024-05-29,Infantil,3719000,67
2024-05-29,Teleconsulta,2446000,41
2024-05-29,Adultos,6583000,106
2024-05-30,Infantil,6529000,116
2024-05-30,Teleconsulta,3603000,58
2024-05-30,Adultos,5951000,100
2024-05-31,Adultos,2425000,45
2024-05-31,Infantil,4632000,81
2024-05-31,Teleconsulta,1442000,26
2024-06-01,Teleconsulta,1267000,25
2024-06-01,Adultos,986000,24
2024-06-01,Infantil,1481000,37
2024-06-03,Adultos,3398000,58
2024-06-03,Infantil,4114000,66
2024-06-03,Teleconsulta,1506000,24
2024-06-04,Adultos,4780000,81
2024-06-04,Infantil,5783000,102
2024-06-04,Teleconsulta,2630000,43
2024-06-05,Adultos,6326000,103
2024-06-05,Infantil,4737000,78
2024-06-05,Teleconsulta,1928000,34
2024-06-06,Teleconsulta,3054000,52
2024-06-06,Adultos,6924000,111
2024-06-06,Infantil,6344000,109
2024-06-07,Teleconsulta,1498000,25
2024-06-07,Infantil,5106000,82
2024-06-07,Adultos,4076000,71
2024-06-08,Adultos,1083000,25
2024-06-08,Infantil,2061000,46
2024-06-08,Teleconsulta,1294000,23
2024-06-10,Teleconsulta,2916000,45
2024-06-10,Adultos,3468000,57
2024-06-10,Infantil,4110000,69
2024-06-11,Infantil,4711000,84
2024-06-11,Adultos,5348000,93
2024-06-11,Teleconsulta,3366000,52
2024-06-12,Adultos,6770000,107
2024-06-12,Infantil,4630000,75
2024-06-12,Teleconsulta,2481000,40
2024-06-13,Adultos,2560000,37
2024-06-13,Infantil,2426000,39
2024-06-13,Teleconsulta,5952000,99
2024-06-14,Teleconsulta,2027000,35
2024-06-14,Adultos,3182000,57
2024-06-14,Infantil,4763000,80
2024-06-15,Adultos,788000,18
2024-06-15,Infantil,2305000,51
2024-06-15,Teleconsulta,1772000,31
2024-06-17,Adultos,3825000,65
2024-06-17,Infantil,4476000,78
2024-06-17,Teleconsulta,2029000,31
2024-06-18,Adultos,6580000,112
2024-06-18,Teleconsulta,3998000,62
2024-06-18,Infantil,4534000,85
2024-06-19,Teleconsulta,2365000,37
2024-06-19,Infantil,5572000,93
2024-06-19,Adultos,6830000,117
2024-06-21,Adultos,2184000,35
2024-06-21,Infantil,4122000,67
2024-06-21,Teleconsulta,2500000,41
2024-06-22,Infantil,2436000,54
2024-06-22,Teleconsulta,2125000,35
2024-06-22,Adultos,1256000,23
2024-06-24,Infantil,3650000,61
2024-06-24,Adultos,2422000,44
2024-06-24,Teleconsulta,2610000,41
2024-06-25,Adultos,5676000,89
2024-06-25,Infantil,4891000,87
2024-06-25,Teleconsulta,1153000,21
2024-06-26,Adultos,5472000,91
2024-06-26,Infantil,5561000,92
2024-06-26,Teleconsulta,1907000,33
2024-06-27,Adultos,6313000,102
2024-06-27,Teleconsulta,3170000,54
2024-06-27,Infantil,5334000,94
2024-06-28,Infantil,5533000,88
2024-06-28,Teleconsulta,3363000,52
2024-06-28,Adultos,3896000,70
2024-07-01,Teleconsulta,2228000,36
2024-07-01,Infantil,3379000,55
2024-07-01,Adultos,4571000,77
2024-07-02,Infantil,5549000,98
2024-07-02,Teleconsulta,1958000,34
2024-07-02,Adultos,6736000,108
2024-07-03,Adultos,6703000,116
2024-07-03,Infantil,4458000,73
2024-07-03,Teleconsulta,2057000,36
2024-07-04,Infantil,6452000,104
2024-07-04,Teleconsulta,3695000,59
2024-07-04,Adultos,7049000,112
2024-07-05,Teleconsulta,2144000,35
2024-07-05,Infantil,3961000,63
2024-07-05,Adultos,4646000,75
2024-07-06,Adultos,1485000,32
2024-07-06,Infantil,2001000,48
2024-07-06,Teleconsulta,1226000,23
2024-07-08,Teleconsulta,3218000,49
2024-07-08,Adultos,3558000,59
2024-07-08,Infantil,3549000,57
2024-07-09,Adultos,6986000,111
2024-07-09,Teleconsulta,2487000,40
2024-07-09,Infantil,5719000,103
2024-07-10,Teleconsulta,1973000,35
2024-07-10,Infantil,5062000,86
2024-07-10,Adultos,5683000,92
2024-07-11,Adultos,6360000,104
2024-07-11,Infantil,7100000,123
2024-07-11,Teleconsulta,5136000,78
2024-07-12,Infantil,4325000,72
2024-07-12,Teleconsulta,2761000,44
2024-07-12,Adultos,5482000,90
2024-07-13,Teleconsulta,1762000,28
2024-07-13,Infantil,2865000,63
2024-07-13,Adultos,1339000,29
2024-07-15,Adultos,3917000,68
2024-07-15,Infantil,3557000,53
2024-07-15,Teleconsulta,2664000,42
2024-07-17,Teleconsulta,2164000,37
2024-07-17,Adultos,5630000,95
2024-07-17,Infantil,4843000,71
2024-07-18,Teleconsulta,4195000,65
2024-07-18,Adultos,6459000,111
2024-07-18,Infantil,7019000,123
2024-07-19,Adultos,5811000,92
2024-07-19,Infantil,3590000,61
2024-07-19,Teleconsulta,2533000,42
2024-07-20,Adultos,1849000,34
2024-07-20,Infantil,2189000,49
2024-07-20,Teleconsulta,1438000,24
2024-07-22,Infantil,4661000,78
2024-07-22,Adultos,4645000,75
2024-07-22,Teleconsulta,2769000,42
2024-07-23,Adultos,6786000,108
2024-07-23,Infantil,4558000,84
2024-07-23,Teleconsulta,2675000,48
2024-07-24,Adultos,6732000,110
2024-07-24,Infantil,5951000,101
2024-07-24,Teleconsulta,2093000,37
2024-07-25,Adultos,6708000,115
2024-07-25,Infantil,6677000,112
2024-07-25,Teleconsulta,4194000,65
2024-07-26,Adultos,5288000,81
2024-07-26,Infantil,4153000,69
2024-07-26,Teleconsulta,2530000,36
2024-07-27,Adultos,1759000,36
2024-07-27,Infantil,2292000,50
2024-07-27,Teleconsulta,1579000,29
2024-07-29,Adultos,4872000,78
2024-07-29,Infantil,3856000,62
2024-07-29,Teleconsulta,2753000,44
2024-07-30,Infantil,5210000,96
2024-07-30,Adultos,6422000,100
2024-07-30,Teleconsulta,1812000,29
2024-07-31,Adultos,5174000,87
2024-07-31,Infantil,6538000,102
2024-07-31,Teleconsulta,2275000,37
2024-08-01,Adultos,6541000,105
2024-08-01,Infantil,8568000,147
2024-08-01,Teleconsulta,4101000,62
2024-08-02,Adultos,1146000,16
2024-08-02,Infantil,1091000,19
2024-08-02,Teleconsulta,1859000,26
2024-08-03,Infantil,2535000,59
2024-08-03,Teleconsulta,1746000,29
2024-08-03,Adultos,351000,8
2024-08-05,Teleconsulta,3593000,54
2024-08-05,Adultos,3377000,54
2024-08-05,Infantil,3842000,65
2024-08-06,Teleconsulta,3237000,56
2024-08-06,Infantil,5734000,97
2024-08-06,Adultos,7143000,115
2024-08-07,Adultos,6230000,103
2024-08-07,Infantil,5177000,90
2024-08-07,Teleconsulta,2255000,38
2024-08-08,Infantil,7597000,130
2024-08-08,Teleconsulta,5134000,78
2024-08-08,Adultos,7588000,127
2024-08-09,Infantil,4348000,69
2024-08-09,Teleconsulta,2162000,33
2024-08-09,Adultos,4127000,72
2024-08-10,Teleconsulta,1146000,20
2024-08-10,Infantil,3395000,73
2024-08-10,Adultos,1317000,28
2024-08-12,Teleconsulta,3556000,54
2024-08-12,Adultos,4290000,72
2024-08-12,Infantil,4969000,85
2024-08-13,Teleconsulta,3070000,49
2024-08-13,Infantil,4749000,87
2024-08-13,Adultos,7844000,129
2024-08-14,Teleconsulta,1611000,29
2024-08-14,Infantil,5065000,84
2024-08-14,Adultos,6012000,101
2024-08-16,Adultos,4245000,69
2024-08-16,Infantil,4392000,74
2024-08-16,Teleconsulta,1681000,25
2024-08-17,Infantil,2135000,52
2024-08-17,Teleconsulta,1579000,27
2024-08-17,Adultos,1420000,28
2024-08-19,Infantil,5308000,89
2024-08-19,Teleconsulta,3089000,47
2024-08-19,Adultos,5602000,90
2024-08-20,Adultos,7931000,128
2024-08-20,Infantil,6681000,115
2024-08-20,Teleconsulta,2838000,48
2024-08-21,Teleconsulta,2649000,45
2024-08-21,Adultos,4828000,83
2024-08-21,Infantil,5340000,93
2024-08-22,Infantil,6842000,119
2024-08-22,Adultos,6395000,106
2024-08-22,Teleconsulta,4244000,64
2024-08-23,Adultos,6744000,107
2024-08-23,Infantil,4783000,77
2024-08-23,Teleconsulta,1821000,30
2024-08-24,Adultos,1666000,34
2024-08-24,Infantil,3151000,68
2024-08-24,Teleconsulta,1550000,26
2024-08-26,Teleconsulta,3670000,53
2024-08-26,Adultos,5075000,83
2024-08-26,Infantil,3707000,60
2024-08-27,Infantil,6926000,117
2024-08-27,Teleconsulta,2756000,49
2024-08-27,Adultos,7363000,117
2024-08-28,Infantil,4923000,84
2024-08-28,Teleconsulta,2201000,40
2024-08-28,Adultos,7650000,126
2024-08-29,Infantil,8109000,139
2024-08-29,Teleconsulta,4153000,62
2024-08-29,Adultos,6889000,117
2024-08-30,Teleconsulta,2771000,44
2024-08-30,Adultos,5339000,88
2024-08-30,Infantil,5079000,74
2024-08-31,Adultos,1505000,34
2024-08-31,Infantil,3665000,76
2024-08-31,Teleconsulta,1819000,31
2024-09-02,Teleconsulta,2396000,37
2024-09-02,Infantil,5542000,87
2024-09-02,Adultos,4505000,75
2024-09-03,Teleconsulta,2324000,40
2024-09-03,Adultos,7022000,121
2024-09-03,Infantil,8152000,137
2024-09-04,Adultos,6951000,113
2024-09-04,Infantil,6004000,102
2024-09-04,Teleconsulta,2009000,34
2024-09-05,Infantil,7650000,127
2024-09-05,Teleconsulta,4212000,65
2024-09-05,Adultos,6895000,115
2024-09-06,Infantil,4895000,80
2024-09-06,Adultos,5525000,91
2024-09-06,Teleconsulta,2235000,33
2024-09-07,Teleconsulta,1337000,25
2024-09-07,Adultos,1670000,33
2024-09-07,Infantil,1622000,34
2024-09-09,Adultos,4535000,74
2024-09-09,Teleconsulta,3816000,58
2024-09-09,Infantil,4993000,77
2024-09-10,Adultos,7203000,117
2024-09-10,Infantil,7228000,117
2024-09-10,Teleconsulta,3087000,51
2024-09-11,Adultos,5892000,96
2024-09-11,Infantil,5036000,86
2024-09-11,Teleconsulta,2954000,51
2024-09-12,Teleconsulta,4238000,66
2024-09-12,Adultos,7116000,118
2024-09-12,Infantil,6638000,110
2024-09-13,Teleconsulta,2146000,33
2024-09-13,Infantil,4254000,71
2024-09-13,Adultos,5566000,88
2024-09-14,Adultos,1945000,40
2024-09-14,Infantil,3207000,66
2024-09-14,Teleconsulta,1917000,31
2024-09-16,Teleconsulta,3197000,48
2024-09-16,Adultos,3604000,65
2024-09-16,Infantil,2939000,47
2024-09-17,Adultos,3946000,63
2024-09-17,Teleconsulta,2241000,37
2024-09-17,Infantil,3093000,46
2024-09-21,Teleconsulta,781000,12
2024-09-23,Adultos,3986000,67
2024-09-23,Infantil,4350500,71
2024-09-23,Teleconsulta,2361000,35
2024-09-24,Adultos,6382000,100
2024-09-24,Infantil,6782000,116
2024-09-24,Teleconsulta,2881000,48
2024-09-25,Infantil,4902000,85
2024-09-25,Teleconsulta,1718000,29
2024-09-25,Adultos,7092000,118
2024-09-26,Adultos,8052000,135
2024-09-26,Infantil,8985000,156
2024-09-26,Teleconsulta,3688000,53
2024-09-27,Infantil,4524000,75
2024-09-27,Teleconsulta,2291000,35
2024-09-27,Adultos,5606000,89
2024-09-28,Adultos,2313000,45
2024-09-28,Teleconsulta,1057000,21
2024-09-28,Infantil,4209000,79
2024-09-30,Adultos,5118000,83
2024-09-30,Infantil,5142000,81
2024-09-30,Teleconsulta,2898000,43
2024-10-01,Adultos,7561000,121
2024-10-01,Infantil,7044000,119
2024-10-01,Teleconsulta,3797000,62
2024-10-02,Adultos,7483000,123
2024-10-02,Teleconsulta,1835000,30
2024-10-02,Infantil,5415000,97
2024-10-03,Teleconsulta,4718000,72
2024-10-03,Adultos,7865000,128
2024-10-03,Infantil,7495000,123
2024-10-04,Adultos,5105000,81
2024-10-04,Infantil,5021000,85
2024-10-04,Teleconsulta,2115000,32
2024-10-05,Teleconsulta,1928000,32
2024-10-05,Infantil,4382000,75
2024-10-05,Adultos,2169000,45
2024-10-07,Teleconsulta,3235000,51
2024-10-07,Infantil,5896000,95
2024-10-07,Adultos,6016000,95
2024-10-08,Adultos,8319000,132
2024-10-08,Infantil,7182000,127
2024-10-08,Teleconsulta,3202000,52
2024-10-09,Teleconsulta,2271000,38
2024-10-09,Infantil,5872000,100
2024-10-09,Adultos,6305000,105
2024-10-10,Infantil,8202000,140
2024-10-10,Teleconsulta,4112000,64
2024-10-10,Adultos,6420000,115
2024-10-11,Adultos,5097000,80
2024-10-11,Infantil,4892000,82
2024-10-11,Teleconsulta,3170000,49
2024-10-14,Infantil,5750000,92
2024-10-14,Teleconsulta,2254000,32
2024-10-14,Adultos,5652000,92
2024-10-15,Infantil,6947000,114
2024-10-15,Adultos,7758000,122
2024-10-15,Teleconsulta,2911000,46
2024-10-16,Infantil,6117000,103
2024-10-16,Teleconsulta,2902000,50
2024-10-16,Adultos,6060000,104
2024-10-17,Teleconsulta,4539000,68
2024-10-17,Adultos,7257000,124
2024-10-17,Infantil,8970000,141
2024-10-18,Infantil,4800000,82
2024-10-18,Teleconsulta,3472000,55
2024-10-18,Adultos,5805000,94
2024-10-19,Teleconsulta,1568000,27
2024-10-19,Infantil,3196000,66
2024-10-19,Adultos,2207000,46
2024-10-21,Infantil,5596000,91
2024-10-21,Teleconsulta,3303000,51
2024-10-21,Adultos,5565000,89
2024-10-22,Adultos,9048000,145
2024-10-22,Infantil,6194000,109
2024-10-22,Teleconsulta,2644000,43
2024-10-23,Teleconsulta,1572000,26
2024-10-23,Infantil,4920000,86
2024-10-23,Adultos,6260000,102
2024-10-24,Teleconsulta,4185000,67
2024-10-24,Adultos,6710000,117
2024-10-24,Infantil,8748000,146
2024-10-25,Teleconsulta,2473000,38
2024-10-25,Infantil,3530000,65
2024-10-25,Adultos,6720000,106
2024-10-26,Teleconsulta,1555000,25
2024-10-26,Infantil,3016000,64
2024-10-26,Adultos,2369000,47
2024-10-28,Adultos,5503000,92
2024-10-28,Infantil,5045000,78
2024-10-28,Teleconsulta,3224000,47
2024-10-29,Infantil,7464000,122
2024-10-29,Teleconsulta,2763000,47
2024-10-29,Adultos,7742000,126
2024-10-30,Adultos,6479000,107
2024-10-30,Infantil,6169000,102
2024-10-30,Teleconsulta,2078000,35
2024-11-02,Teleconsulta,1344000,20
2024-11-02,Adultos,1239000,27
2024-11-02,Infantil,2334000,50
2024-11-04,Adultos,4960000,83
2024-11-04,Infantil,4608000,69
2024-11-04,Teleconsulta,3818000,59
2024-11-05,Adultos,7989000,129
2024-11-05,Teleconsulta,2692000,46
2024-11-05,Infantil,6834000,111
2024-11-06,Infantil,5506000,96
2024-11-06,Teleconsulta,1917000,34
2024-11-06,Adultos,6812000,113
2024-11-07,Adultos,7507000,126
2024-11-07,Infantil,9374000,159
2024-11-07,Teleconsulta,3892000,61
2024-11-08,Infantil,3541000,65
2024-11-08,Teleconsulta,2467000,37
2024-11-08,Adultos,5292000,91
2024-11-09,Teleconsulta,1701000,28
2024-11-09,Infantil,3436000,71
2024-11-09,Adultos,2065000,46
2024-11-11,Adultos,5465000,89
2024-11-11,Infantil,4783000,76
2024-11-11,Teleconsulta,2219000,32
2024-11-12,Teleconsulta,3010000,52
2024-11-12,Adultos,8428000,133
2024-11-12,Infantil,5889000,101
2024-11-13,Adultos,5720000,96
2024-11-13,Teleconsulta,3259000,52
2024-11-13,Infantil,5201000,90
2024-11-14,Adultos,7103000,121
2024-11-14,Infantil,7845000,129
2024-11-14,Teleconsulta,5045000,75
2024-11-15,Adultos,5012000,83
2024-11-15,Infantil,3467000,64
2024-11-15,Teleconsulta,2943000,47
2024-11-16,Infantil,3582000,71
2024-11-16,Adultos,2293000,44
2024-11-16,Teleconsulta,1897000,33
2024-11-18,Adultos,5178000,87
2024-11-18,Infantil,5819000,92
2024-11-18,Teleconsulta,3073000,47
2024-11-19,Adultos,7796000,132
2024-11-19,Infantil,7294000,121
2024-11-19,Teleconsulta,3162000,52
2024-11-20,Adultos,7023000,117
2024-11-20,Infantil,5420000,91
2024-11-20,Teleconsulta,2749000,46
2024-11-21,Infantil,8039000,135
2024-11-21,Adultos,7061000,121
2024-11-21,Teleconsulta,4239000,66
2024-11-22,Adultos,5076000,83
2024-11-22,Infantil,3522000,65
2024-11-22,Teleconsulta,1546000,25
2024-11-23,Adultos,2398000,52
2024-11-23,Infantil,2624000,54
2024-11-23,Teleconsulta,1641000,26
